Name,Image,Variation,BodyTitle,Pattern,PatternTitle,DIY,BodyCustomize,PatternCustomize,KitCost,Buy,Sell,Color1,Color2,Size,Source,SourceNotes,Version,HHAConcept1,HHAConcept2,HHA Series,HHASet,Interact,Tag,Catalog,Filename,VariantID,InternalID,UniqueEntryID
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_5_0.png,Light green,Color,NA,NA,Yes,Yes,No,1,NFS,800,Green,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_5_0,5_0,4377,g4BCy9jW7uSG7PwJk
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_6_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,800,Pink,Purple,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_6_0,6_0,4377,KJdyk9hgYsFdzrwbh
ornament wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathOrnament_Remake_7_0.png,Purple,Color,NA,NA,Yes,Yes,No,1,NFS,800,Purple,Gray,1x1 ,Crafting,Festive seasonal DIY using ornaments (from shaking trees),1.0.0,fancy,None,festive,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathOrnament_Remake_7_0,7_0,4377,cZM7xNG3ZNjSQ98sF
pansy wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathPansy.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathPansy,NA,5466,EXzBc9g6GJCzBEfSq
party garland,https://acnhcdn.com/acdb/wall-mounted/FtrPartydecorationWall_Remake_0_0.png,Colorful,NA,NA,NA,No,No,No,NA,650,162,Colorful,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,For sale,FtrPartydecorationWall_Remake_0_0,0_0,4077,Fhbeq58ZicAdCR5DF
party garland,https://acnhcdn.com/acdb/wall-mounted/FtrPartydecorationWall_Remake_1_0.png,Pastel,NA,NA,NA,No,No,No,NA,650,162,Colorful,Colorful,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,For sale,FtrPartydecorationWall_Remake_1_0,1_0,4077,Ses2wMLx4htuB5xAe
party garland,https://acnhcdn.com/acdb/wall-mounted/FtrPartydecorationWall_Remake_2_0.png,Boating stripes,NA,NA,NA,No,No,No,NA,650,162,Light blue,White,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,For sale,FtrPartydecorationWall_Remake_2_0,2_0,4077,5QreLwE762koi732M
party garland,https://acnhcdn.com/acdb/wall-mounted/FtrPartydecorationWall_Remake_3_0.png,Orange & black,NA,NA,NA,No,No,No,NA,650,162,Orange,Black,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,For sale,FtrPartydecorationWall_Remake_3_0,3_0,4077,Yeg449pjrisRJ3FZE
party garland,https://acnhcdn.com/acdb/wall-mounted/FtrPartydecorationWall_Remake_4_0.png,Pop,NA,NA,NA,No,No,No,NA,650,162,Green,Red,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,For sale,FtrPartydecorationWall_Remake_4_0,4_0,4077,B4Dib3e8XPEKr5An8
party garland,https://acnhcdn.com/acdb/wall-mounted/FtrPartydecorationWall_Remake_5_0.png,Gorgeous,NA,NA,NA,No,No,No,NA,650,162,Black,Brown,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,party,fancy,None,None,No,Seasonal Decor,For sale,FtrPartydecorationWall_Remake_5_0,5_0,4077,5gYwyrjAM92JqXyRw
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_0_0.png,Light wood,Color,NA,NA,Yes,Yes,No,1,NFS,360,Beige,Brown,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_0_0,0_0,5716,YJFWZqk6NSWXvi32P
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_1_0.png,Light blue,Color,NA,NA,Yes,Yes,No,1,NFS,360,Light blue,Orange,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_1_0,1_0,5716,eWhqRZXwwpGXxR3gk
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_2_0.png,Dark gray,Color,NA,NA,Yes,Yes,No,1,NFS,360,Black,Beige,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_2_0,2_0,5716,Kb3kptxiEb87n3c4u
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_3_0.png,Natural wood,Color,NA,NA,Yes,Yes,No,1,NFS,360,Orange,Beige,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_3_0,3_0,5716,bYzfAQH3gdmkTL9YW
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_4_0.png,Dark brown,Color,NA,NA,Yes,Yes,No,1,NFS,360,Brown,Beige,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_4_0,4_0,5716,FHQdg7w2wowNRh2F4
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_5_0.png,White,Color,NA,NA,Yes,Yes,No,1,NFS,360,White,Orange,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_5_0,5_0,5716,RpPspmpZK9bdKoGCm
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_6_0.png,Blue,Color,NA,NA,Yes,Yes,No,1,NFS,360,Light blue,Blue,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_6_0,6_0,5716,h96G9rCmkyYpRkAaG
paw-print doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPaw_Remake_7_0.png,Pink,Color,NA,NA,Yes,Yes,No,1,NFS,360,Pink,Brown,1x1 ,Crafting,,1.0.0,living room,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPaw_Remake_7_0,7_0,5716,FnitPJwG22eLExMuu
pendulum clock,https://acnhcdn.com/acdb/wall-mounted/FtrClockPendulumWall.png,NA,NA,NA,NA,No,No,No,NA,1900,475,Brown,White,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,Yes,Clock,For sale,FtrClockPendulumWall,NA,4106,AeMuWFZaRaHBTpMD2
pennant,https://acnhcdn.com/acdb/wall-mounted/FtrPennant_Remake_0_0.png,Sports,NA,NA,NA,No,No,No,NA,1300,325,Orange,Blue,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,child's room,None,None,No,Shop,For sale,FtrPennant_Remake_0_0,0_0,3818,LApzuZ9kvqby5KbBH
pennant,https://acnhcdn.com/acdb/wall-mounted/FtrPennant_Remake_1_0.png,University,NA,NA,NA,No,No,No,NA,1300,325,Beige,Red,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,child's room,None,None,No,Shop,For sale,FtrPennant_Remake_1_0,1_0,3818,fz3n2jf3aSbsJbGBK
pennant,https://acnhcdn.com/acdb/wall-mounted/FtrPennant_Remake_2_0.png,Classic,NA,NA,NA,No,No,No,NA,1300,325,Green,White,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,child's room,None,None,No,Shop,For sale,FtrPennant_Remake_2_0,2_0,3818,TdzA7mSXHGqGjHm9W
pennant,https://acnhcdn.com/acdb/wall-mounted/FtrPennant_Remake_3_0.png,Sponsor,NA,NA,NA,No,No,No,NA,1300,325,Blue,White,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,child's room,None,None,No,Shop,For sale,FtrPennant_Remake_3_0,3_0,3818,WhPjbp8qMGZhi7gXn
pennant,https://acnhcdn.com/acdb/wall-mounted/FtrPennant_Remake_4_0.png,Souvenir,NA,NA,NA,No,No,No,NA,1300,325,Colorful,Yellow,2x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,shop,child's room,None,None,No,Shop,For sale,FtrPennant_Remake_4_0,4_0,3818,dZEjL9adQ4kXFWE79
pot rack,https://acnhcdn.com/acdb/wall-mounted/FtrPotrack_Remake_0_0.png,Wooden,NA,NA,NA,No,No,No,NA,3000,750,Brown,White,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrPotrack_Remake_0_0,0_0,928,rh25cApnS4gJR5pxx
pot rack,https://acnhcdn.com/acdb/wall-mounted/FtrPotrack_Remake_1_0.png,Stainless steel,NA,NA,NA,No,No,No,NA,3000,750,Gray,Gray,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrPotrack_Remake_1_0,1_0,928,dZjc4oGbd2KKRibyi
pot rack,https://acnhcdn.com/acdb/wall-mounted/FtrPotrack_Remake_2_0.png,Pop,NA,NA,NA,No,No,No,NA,3000,750,Yellow,Orange,2x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,kitchen,shop,None,None,No,Kitchen Things,For sale,FtrPotrack_Remake_2_0,2_0,928,W9jZQdo9yTh7C5mxX
potted ivy,https://acnhcdn.com/acdb/wall-mounted/FtrLeafWall_Remake_0_0.png,Light green,Color,NA,NA,Yes,Yes,No,2,NFS,1100,Green,Gray,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrLeafWall_Remake_0_0,0_0,3785,fkw6cXvhi9MyD4mLy
potted ivy,https://acnhcdn.com/acdb/wall-mounted/FtrLeafWall_Remake_1_0.png,Yellow,Color,NA,NA,Yes,Yes,No,2,NFS,1100,Yellow,Brown,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrLeafWall_Remake_1_0,1_0,3785,55zEhs2BzqBqsYDwa
potted ivy,https://acnhcdn.com/acdb/wall-mounted/FtrLeafWall_Remake_2_0.png,Red,Color,NA,NA,Yes,Yes,No,2,NFS,1100,Red,Black,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrLeafWall_Remake_2_0,2_0,3785,bvoPRBNfmGucW6qdB
potted ivy,https://acnhcdn.com/acdb/wall-mounted/FtrLeafWall_Remake_3_0.png,Green,Color,NA,NA,Yes,Yes,No,2,NFS,1100,Green,Blue,1x1 ,Crafting,,1.0.0,living room,None,None,None,No,Plants,Not for sale,FtrLeafWall_Remake_3_0,3_0,3785,3aNfqug4AjLWLb2uz
pretty cosmos wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathCosmosMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Pink,Orange,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathCosmosMix,NA,5745,N8e9ZMKmQqmtj7wwS
pretty tulip wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathTulipMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,2400,Pink,Orange,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathTulipMix,NA,5751,soJ9BExbzhRvsgzmC
purple hyacinth wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathHyacinthRare.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4800,Purple,Purple,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathHyacinthRare,NA,5769,vQH4yRjopNyEpX5oz
retro radiator,https://acnhcdn.com/acdb/wall-mounted/FtrCentralheating.png,NA,NA,NA,NA,No,No,No,NA,1300,325,White,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,school,None,None,No,Heating,For sale,FtrCentralheating,NA,4028,jxkFyWpRK3mm8fAsk
rose wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathRose.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Yellow,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathRose,NA,5437,8A2koBPGhgntm4SKp
Sagittarius arrow,https://acnhcdn.com/acdb/wall-mounted/FtrZodiacSagittarius.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,21750,Brown,Yellow,1x1 ,Crafting,,1.0.0,expensive,None,stars,None,No,Toy,Not for sale,FtrZodiacSagittarius,NA,5958,YNvaFozsLz7EZQmZK
shell wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathShell.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,4720,White,Beige,1x1 ,Crafting,,1.0.0,ocean,None,shell,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathShell,NA,4376,dmrgb5T2CzNo9LbJh
shower set,https://acnhcdn.com/acdb/wall-mounted/FtrShowerWall_Remake_0_0.png,Silver,NA,NA,NA,No,No,No,NA,1800,450,Gray,Black,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,For sale,FtrShowerWall_Remake_0_0,0_0,4017,Jn5uASafvsFYBZHY3
shower set,https://acnhcdn.com/acdb/wall-mounted/FtrShowerWall_Remake_1_0.png,Gold,NA,NA,NA,No,No,No,NA,1800,450,Yellow,Yellow,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,For sale,FtrShowerWall_Remake_1_0,1_0,4017,S9RSMCoy4WMGmTksX
shower set,https://acnhcdn.com/acdb/wall-mounted/FtrShowerWall_Remake_2_0.png,Copper,NA,NA,NA,No,No,No,NA,1800,450,Brown,Brown,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,For sale,FtrShowerWall_Remake_2_0,2_0,4017,QLiKg4CXKeHL9WYtM
shower set,https://acnhcdn.com/acdb/wall-mounted/FtrShowerWall_Remake_3_0.png,Black,NA,NA,NA,No,No,No,NA,1800,450,Black,Black,1x1.5 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,bathroom,None,None,None,Yes,Bathtub,For sale,FtrShowerWall_Remake_3_0,3_0,4017,NqphvjGrmZctJwMSG
silver HHA plaque,https://acnhcdn.com/acdb/wall-mounted/FtrShieldHhaSilver.png,NA,NA,NA,NA,No,No,No,NA,NFS,425,Brown,Gray,1x1 ,HHA,,1.0.0,living room,expensive,None,None,No,Museum,Not for sale,FtrShieldHhaSilver,NA,7036,SKzYP8NzT7z9w9dwY
skull doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorPlateSkull_Remake_0_0.png,Brown,NA,NA,NA,No,No,No,NA,540,135,Beige,Brown,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,No,House Door Decor,For sale,FtrDoorPlateSkull_Remake_0_0,0_0,4738,SSNsa9u4Mx9o6MXPL
skull doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorPlateSkull_Remake_1_0.png,White,NA,NA,NA,No,No,No,NA,540,135,White,Red,1x1 ,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,horror,None,None,None,No,House Door Decor,For sale,FtrDoorPlateSkull_Remake_1_0,1_0,4738,Bo5vASB3d9iGQwk6C
snazzy pansy wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathPansyMix.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1200,Red,Blue,1x1 ,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathPansyMix,NA,5748,hDZETp4cwqfgSeQ9c
snowflake wreath,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentWreathIce.png,NA,NA,NA,NA,Yes,No,No,NA,NFS,1600,Light blue,White,1x1 ,Crafting,Winter seasonal DIY using snowflakes (caught with net),1.0.0,freezing cold,fancy,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentWreathIce,NA,4375,3qG6tze7DpgvtKtq2
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_0_0.png,Black,Color,NA,NA,No,Yes,No,NA,360,90,Black,Green,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_0_0,0_0,5310,97PqJgCNW7WQfCe9M
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_1_0.png,Yellow,Color,NA,NA,No,Yes,No,NA,360,90,Yellow,Purple,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_1_0,1_0,5310,BNvqbRNwWuhazaeg4
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_2_0.png,Green,Color,NA,NA,No,Yes,No,NA,360,90,Green,Red,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_2_0,2_0,5310,3pEQ9cD93Bhx4Q7z4
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_3_0.png,Pink,Color,NA,NA,No,Yes,No,NA,360,90,Pink,Light blue,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_3_0,3_0,5310,QTHckAjLBY2edZvFG
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_4_0.png,Purple,Color,NA,NA,No,Yes,No,NA,360,90,Purple,Green,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_4_0,4_0,5310,nRYyN3q65kg4uSLCg
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_5_0.png,Red,Color,NA,NA,No,Yes,No,NA,360,90,Red,Blue,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_5_0,5_0,5310,DHf8kXnuugg965tkw
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_6_0.png,Gray,Color,NA,NA,No,Yes,No,NA,360,90,Gray,Purple,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_6_0,6_0,5310,KuuT6PosCPBtWH5cM
spider doorplate,https://acnhcdn.com/acdb/wall-mounted/FtrDoorOrnamentPlateInsect_Remake_7_0.png,Blue,Color,NA,NA,No,Yes,No,NA,360,90,Blue,Red,1x1 ,Bug-Off,,1.0.0,child's room,horror,None,None,No,House Door Decor,Not for sale,FtrDoorOrnamentPlateInsect_Remake_7_0,7_0,5310,fhtXHY3GNB4QBkuQJ
spider web,https://acnhcdn.com/acdb/wall-mounted/FtrSpiderweb.png,NA,NA,NA,NA,No,No,No,NA,NFS,25,White,White,2x1 ,Bug-Off,,1.0.0,facility,horror,None,None,No,Ranch,Not for sale,FtrSpiderweb,NA,3817,qmLbJD4ZHuhJ78APn
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_0_0.png,Yellow,Color,NA,NA,Yes,Yes,No,7,NFS,5000,Yellow,Yellow,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_0_0,0_0,6827,TLufk7Lr6iMdDXb38
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_1_0.png,Green,Color,NA,NA,Yes,Yes,No,7,NFS,5000,Green,Green,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_1_0,1_0,6827,LhpT8K5dju3dprewT
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_2_0.png,Blue,Color,NA,NA,Yes,Yes,No,7,NFS,5000,Light blue,Light blue,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_2_0,2_0,6827,G6tvoRQfvLBahQCkX
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_3_0.png,Purple,Color,NA,NA,Yes,Yes,No,7,NFS,5000,Purple,Purple,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_3_0,3_0,6827,3WLSFAmJsBmyNmeWo
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_4_0.png,Pink,Color,NA,NA,Yes,Yes,No,7,NFS,5000,Pink,Pink,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_4_0,4_0,6827,tB8TaCLvyDt9SEgj5
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_5_0.png,Orange,Color,NA,NA,Yes,Yes,No,7,NFS,5000,Orange,Orange,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_5_0,5_0,6827,DHCxpmAhBsakwJtXF
starry garland,https://acnhcdn.com/acdb/wall-mounted/FtrStarDecorationWall_Remake_6_0.png,White,Color,NA,NA,Yes,Yes,No,7,NFS,5000,White,White,2x1 ,Crafting,,1.0.0,space,fancy,stars,None,Yes,Space,Not for sale,FtrStarDecorationWall_Remake_6_0,6_0,6827,ymYmGbxEF6KzzFP7c
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_0_0.png,White,NA,NA,NA,No,No,No,NA,2300,575,Black,White,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_0_0,0_0,7190,dZEmxTttRksH6RNr3
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_1_0.png,Yellow,NA,NA,NA,No,No,No,NA,2300,575,Black,Yellow,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_1_0,1_0,7190,esq6DpHWC3sSyuCZ8
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_2_0.png,Orange,NA,NA,NA,No,No,No,NA,2300,575,Black,Orange,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_2_0,2_0,7190,eaXb34akv5n9cPgc4
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_3_0.png,Red,NA,NA,NA,No,No,No,NA,2300,575,Black,Red,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_3_0,3_0,7190,FJHXYbC7vT8ouWau7
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_4_0.png,Pink,NA,NA,NA,No,No,No,NA,2300,575,Black,Pink,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_4_0,4_0,7190,HQvbfkjjHQkHqiE8q
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_5_0.png,Purple,NA,NA,NA,No,No,No,NA,2300,575,Black,Purple,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_5_0,5_0,7190,2ajbEp8rxFpuwDXGS
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_6_0.png,Blue,NA,NA,NA,No,No,No,NA,2300,575,Black,Blue,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_6_0,6_0,7190,zkMtS2fshTnxmFRHx
studio wall spotlight,https://acnhcdn.com/acdb/wall-mounted/FtrLampSpotWall_Remake_7_0.png,Green,NA,NA,NA,No,No,No,NA,2300,575,Black,Green,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,concert,None,None,Yes,Lamp,For sale,FtrLampSpotWall_Remake_7_0,7_0,7190,XFQsTNW6NfWDPp4kD
surveillance camera,https://acnhcdn.com/acdb/wall-mounted/FtrSurveillance.png,NA,NA,NA,NA,No,No,No,NA,1000,250,White,Gray,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,facility,None,None,None,Yes,Facility Decor,For sale,FtrSurveillance,NA,1165,urRi7eEm3v22KrCWK
switch,https://acnhcdn.com/acdb/wall-mounted/FtrSwitchWall_Remake_0_0.png,Gray,NA,NA,NA,No,No,No,NA,340,85,Gray,Black,1x1 ,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,living room,facility,None,None,Yes,Home Appliances,For sale,FtrSwitchWall_Remake_0_0,0_0,3471,rQE2byXQiBvr53TgP
